,event_time,new
9081,2019-12-17 16:06:02,2019-12-17 16:06:02
9082,2019-12-17 16:06:06,2019-12-17 16:06:06
9083,2019-12-17 16:06:09,2019-12-17 16:06:09
9084,2019-12-17 16:06:11,2019-12-17 16:06:11
9085,2019-12-17 16:06:11,2019-12-17 16:06:12
9086,2019-12-17 16:06:13,2019-12-17 16:06:13
9087,2019-12-17 16:06:13,2019-12-17 16:06:14
9088,2019-12-17 16:06:14,2019-12-17 16:06:14
9089,2019-12-17 16:06:21,2019-12-17 16:06:21
9090,2019-12-17 16:06:22,2019-12-17 16:06:22
9091,2019-12-17 16:06:22,2019-12-17 16:06:23
9092,2019-12-17 16:06:24,2019-12-17 16:06:24
9093,2019-12-17 16:06:24,2019-12-17 16:06:25
9094,2019-12-17 16:06:25,2019-12-17 16:06:25
9095,2019-12-17 16:06:25,2019-12-17 16:06:26
9096,2019-12-17 16:06:27,2019-12-17 16:06:27
9097,2019-12-17 16:06:27,2019-12-17 16:06:28
9098,2019-12-17 16:06:27,2019-12-17 16:06:29
9099,2019-12-17 16:06:30,2019-12-17 16:06:30
9100,2019-12-17 16:06:30,2019-12-17 16:06:31
9101,2019-12-17 16:06:31,2019-12-17 16:06:31
9102,2019-12-17 16:06:31,2019-12-17 16:06:32
9103,2019-12-17 16:06:37,2019-12-17 16:06:37
9104,2019-12-17 16:06:38,2019-12-17 16:06:38
9105,2019-12-17 16:06:39,2019-12-17 16:06:39
9106,2019-12-17 16:06:47,2019-12-17 16:06:47
9107,2019-12-17 16:06:50,2019-12-17 16:06:50
9108,2019-12-17 16:06:50,2019-12-17 16:06:51
9109,2019-12-17 16:06:51,2019-12-17 16:06:51
9110,2019-12-17 16:06:51,2019-12-17 16:06:52
9111,2019-12-17 16:06:56,2019-12-17 16:06:56
9112,2019-12-17 16:06:57,2019-12-17 16:06:57
9113,2019-12-17 16:06:58,2019-12-17 16:06:58
9114,2019-12-17 16:06:58,2019-12-17 16:06:59
9115,2019-12-17 16:06:59,2019-12-17 16:06:59
9116,2019-12-17 16:07:00,2019-12-17 16:07:00
9117,2019-12-17 16:07:00,2019-12-17 16:07:01
9118,2019-12-17 16:07:01,2019-12-17 16:07:01
9119,2019-12-17 16:07:01,2019-12-17 16:07:02
9120,2019-12-17 16:07:02,2019-12-17 16:07:02
9121,2019-12-17 16:07:03,2019-12-17 16:07:03
9122,2019-12-17 16:07:03,2019-12-17 16:07:04
9123,2019-12-17 16:07:04,2019-12-17 16:07:04
9124,2019-12-17 16:07:05,2019-12-17 16:07:05
9125,2019-12-17 16:07:05,2019-12-17 16:07:06
9126,2019-12-17 16:07:06,2019-12-17 16:07:06
9127,2019-12-17 16:07:07,2019-12-17 16:07:07
9128,2019-12-17 16:07:08,2019-12-17 16:07:08
9129,2019-12-17 16:07:10,2019-12-17 16:07:10
9130,2019-12-17 16:07:10,2019-12-17 16:07:11
9131,2019-12-17 16:07:11,2019-12-17 16:07:11
9132,2019-12-17 16:07:14,2019-12-17 16:07:14
9133,2019-12-17 16:07:23,2019-12-17 16:07:23
9134,2019-12-17 16:07:25,2019-12-17 16:07:25
9135,2019-12-17 16:07:25,2019-12-17 16:07:26
9136,2019-12-17 16:07:32,2019-12-17 16:07:32
9137,2019-12-17 16:07:35,2019-12-17 16:07:35
9138,2019-12-17 16:07:38,2019-12-17 16:07:38
9139,2019-12-17 16:07:41,2019-12-17 16:07:41
9140,2019-12-17 16:07:41,2019-12-17 16:07:42
9141,2019-12-17 16:07:42,2019-12-17 16:07:42
9142,2019-12-17 16:07:45,2019-12-17 16:07:45
9143,2019-12-17 16:07:45,2019-12-17 16:07:46
9144,2019-12-17 16:07:49,2019-12-17 16:07:49
9145,2019-12-17 16:07:50,2019-12-17 16:07:50
9146,2019-12-17 16:07:55,2019-12-17 16:07:55
9147,2019-12-17 16:07:58,2019-12-17 16:07:58
9148,2019-12-17 16:08:00,2019-12-17 16:08:00
9149,2019-12-17 16:08:01,2019-12-17 16:08:01
9150,2019-12-17 16:08:01,2019-12-17 16:08:02
9151,2019-12-17 16:08:03,2019-12-17 16:08:03
9152,2019-12-17 16:08:03,2019-12-17 16:08:04
9153,2019-12-17 16:08:04,2019-12-17 16:08:04
9154,2019-12-17 16:08:06,2019-12-17 16:08:06
9155,2019-12-17 16:08:07,2019-12-17 16:08:07
9156,2019-12-17 16:08:10,2019-12-17 16:08:10
9157,2019-12-17 16:08:12,2019-12-17 16:08:12
9158,2019-12-17 16:08:16,2019-12-17 16:08:16
9159,2019-12-17 16:08:16,2019-12-17 16:08:17
9160,2019-12-17 16:08:18,2019-12-17 16:08:18
9161,2019-12-17 16:08:19,2019-12-17 16:08:19
9162,2019-12-17 16:08:20,2019-12-17 16:08:20
9163,2019-12-17 16:08:23,2019-12-17 16:08:23
9164,2019-12-17 16:08:24,2019-12-17 16:08:24
9165,2019-12-17 16:08:25,2019-12-17 16:08:25
9166,2019-12-17 16:08:26,2019-12-17 16:08:26
9167,2019-12-17 16:08:26,2019-12-17 16:08:27
9168,2019-12-17 16:08:28,2019-12-17 16:08:28
9169,2019-12-17 16:08:31,2019-12-17 16:08:31
9170,2019-12-17 16:08:32,2019-12-17 16:08:32
9171,2019-12-17 16:08:33,2019-12-17 16:08:33
9172,2019-12-17 16:08:33,2019-12-17 16:08:34
9173,2019-12-17 16:08:33,2019-12-17 16:08:35
9174,2019-12-17 16:08:35,2019-12-17 16:08:35
9175,2019-12-17 16:08:38,2019-12-17 16:08:38
9176,2019-12-17 16:08:38,2019-12-17 16:08:39
9177,2019-12-17 16:08:38,2019-12-17 16:08:40
9178,2019-12-17 16:08:40,2019-12-17 16:08:40
9179,2019-12-17 16:08:40,2019-12-17 16:08:41
9180,2019-12-17 16:08:43,2019-12-17 16:08:43
9181,2019-12-17 16:08:46,2019-12-17 16:08:46
9182,2019-12-17 16:08:48,2019-12-17 16:08:48
9183,2019-12-17 16:08:50,2019-12-17 16:08:50
9184,2019-12-17 16:08:52,2019-12-17 16:08:52
9185,2019-12-17 16:08:52,2019-12-17 16:08:53
9186,2019-12-17 16:08:57,2019-12-17 16:08:57
9187,2019-12-17 16:09:01,2019-12-17 16:09:01
9188,2019-12-17 16:09:05,2019-12-17 16:09:05
9189,2019-12-17 16:09:07,2019-12-17 16:09:07
9190,2019-12-17 16:09:07,2019-12-17 16:09:08
9191,2019-12-17 16:09:09,2019-12-17 16:09:09
9192,2019-12-17 16:09:10,2019-12-17 16:09:10
9193,2019-12-17 16:09:11,2019-12-17 16:09:11
9194,2019-12-17 16:09:14,2019-12-17 16:09:14
9195,2019-12-17 16:09:14,2019-12-17 16:09:15
9196,2019-12-17 16:09:16,2019-12-17 16:09:16
9197,2019-12-17 16:09:17,2019-12-17 16:09:17
9198,2019-12-17 16:09:18,2019-12-17 16:09:18
9199,2019-12-17 16:09:21,2019-12-17 16:09:21
9200,2019-12-17 16:09:22,2019-12-17 16:09:22
9201,2019-12-17 16:09:23,2019-12-17 16:09:23
9202,2019-12-17 16:09:25,2019-12-17 16:09:25
9203,2019-12-17 16:09:25,2019-12-17 16:09:26
9204,2019-12-17 16:09:28,2019-12-17 16:09:28
9205,2019-12-17 16:09:31,2019-12-17 16:09:31
9206,2019-12-17 16:09:32,2019-12-17 16:09:32
9207,2019-12-17 16:09:33,2019-12-17 16:09:33
9208,2019-12-17 16:09:34,2019-12-17 16:09:34
9209,2019-12-17 16:09:38,2019-12-17 16:09:38
9210,2019-12-17 16:09:38,2019-12-17 16:09:39
9211,2019-12-17 16:09:40,2019-12-17 16:09:40
9212,2019-12-17 16:09:43,2019-12-17 16:09:43
9213,2019-12-17 16:09:45,2019-12-17 16:09:45
9214,2019-12-17 16:09:45,2019-12-17 16:09:46
9215,2019-12-17 16:09:46,2019-12-17 16:09:46
9216,2019-12-17 16:09:47,2019-12-17 16:09:47
9217,2019-12-17 16:09:49,2019-12-17 16:09:49
9218,2019-12-17 16:09:52,2019-12-17 16:09:52
9219,2019-12-17 16:09:57,2019-12-17 16:09:57
9220,2019-12-17 16:10:00,2019-12-17 16:10:00
9221,2019-12-17 16:10:01,2019-12-17 16:10:01
9222,2019-12-17 16:10:03,2019-12-17 16:10:03
9223,2019-12-17 16:10:04,2019-12-17 16:10:04
9224,2019-12-17 16:10:04,2019-12-17 16:10:05
9225,2019-12-17 16:10:06,2019-12-17 16:10:06
9226,2019-12-17 16:10:07,2019-12-17 16:10:07
9227,2019-12-17 16:10:09,2019-12-17 16:10:09
9228,2019-12-17 16:10:14,2019-12-17 16:10:14
9229,2019-12-17 16:10:16,2019-12-17 16:10:16
9230,2019-12-17 16:10:19,2019-12-17 16:10:19
9231,2019-12-17 16:10:20,2019-12-17 16:10:20
9232,2019-12-17 16:10:23,2019-12-17 16:10:23
9233,2019-12-17 16:10:24,2019-12-17 16:10:24
9234,2019-12-17 16:10:26,2019-12-17 16:10:26
9235,2019-12-17 16:10:26,2019-12-17 16:10:27
9236,2019-12-17 16:10:28,2019-12-17 16:10:28
9237,2019-12-17 16:10:28,2019-12-17 16:10:29
9238,2019-12-17 16:10:29,2019-12-17 16:10:29
9239,2019-12-17 16:10:29,2019-12-17 16:10:30
9240,2019-12-17 16:10:31,2019-12-17 16:10:31
9241,2019-12-17 16:10:33,2019-12-17 16:10:33
9242,2019-12-17 16:10:33,2019-12-17 16:10:34
9243,2019-12-17 16:10:34,2019-12-17 16:10:34
9244,2019-12-17 16:10:37,2019-12-17 16:10:37
9245,2019-12-17 16:10:38,2019-12-17 16:10:38
9246,2019-12-17 16:10:39,2019-12-17 16:10:39
9247,2019-12-17 16:10:41,2019-12-17 16:10:41
9248,2019-12-17 16:10:42,2019-12-17 16:10:42
9249,2019-12-17 16:10:43,2019-12-17 16:10:43
9250,2019-12-17 16:10:47,2019-12-17 16:10:47
9251,2019-12-17 16:10:52,2019-12-17 16:10:52
9252,2019-12-17 16:10:52,2019-12-17 16:10:53
9253,2019-12-17 16:10:54,2019-12-17 16:10:54
9254,2019-12-17 16:10:57,2019-12-17 16:10:57
9255,2019-12-17 16:10:58,2019-12-17 16:10:58
9256,2019-12-17 16:10:58,2019-12-17 16:10:59
9257,2019-12-17 16:11:00,2019-12-17 16:11:00
9258,2019-12-17 16:11:00,2019-12-17 16:11:01
9259,2019-12-17 16:11:00,2019-12-17 16:11:02
9260,2019-12-17 16:11:02,2019-12-17 16:11:02
9261,2019-12-17 16:11:02,2019-12-17 16:11:03
9262,2019-12-17 16:11:03,2019-12-17 16:11:03
9263,2019-12-17 16:11:06,2019-12-17 16:11:06
9264,2019-12-17 16:11:06,2019-12-17 16:11:07
9265,2019-12-17 16:11:08,2019-12-17 16:11:08
9266,2019-12-17 16:11:10,2019-12-17 16:11:10
9267,2019-12-17 16:11:10,2019-12-17 16:11:11
9268,2019-12-17 16:11:11,2019-12-17 16:11:11
9269,2019-12-17 16:11:11,2019-12-17 16:11:12
9270,2019-12-17 16:11:12,2019-12-17 16:11:12
9271,2019-12-17 16:11:13,2019-12-17 16:11:13
9272,2019-12-17 16:11:18,2019-12-17 16:11:18
9273,2019-12-17 16:11:20,2019-12-17 16:11:20
9274,2019-12-17 16:11:21,2019-12-17 16:11:21
9275,2019-12-17 16:11:23,2019-12-17 16:11:23
9276,2019-12-17 16:11:24,2019-12-17 16:11:24
9277,2019-12-17 16:11:26,2019-12-17 16:11:26
9278,2019-12-17 16:11:26,2019-12-17 16:11:27
9279,2019-12-17 16:11:27,2019-12-17 16:11:27
9280,2019-12-17 16:11:31,2019-12-17 16:11:31
9281,2019-12-17 16:11:34,2019-12-17 16:11:34
9282,2019-12-17 16:11:34,2019-12-17 16:11:35
9283,2019-12-17 16:11:37,2019-12-17 16:11:37
9284,2019-12-17 16:11:39,2019-12-17 16:11:39
9285,2019-12-17 16:11:40,2019-12-17 16:11:40
9286,2019-12-17 16:11:41,2019-12-17 16:11:41
9287,2019-12-17 16:11:42,2019-12-17 16:11:42
9288,2019-12-17 16:11:44,2019-12-17 16:11:44
9289,2019-12-17 16:11:44,2019-12-17 16:11:45
9290,2019-12-17 16:11:44,2019-12-17 16:11:46
9291,2019-12-17 16:11:46,2019-12-17 16:11:46
9292,2019-12-17 16:11:46,2019-12-17 16:11:47
9293,2019-12-17 16:11:48,2019-12-17 16:11:48
9294,2019-12-17 16:11:49,2019-12-17 16:11:49
9295,2019-12-17 16:11:49,2019-12-17 16:11:50
9296,2019-12-17 16:11:51,2019-12-17 16:11:51
9297,2019-12-17 16:11:51,2019-12-17 16:11:52
9298,2019-12-17 16:11:51,2019-12-17 16:11:53
9299,2019-12-17 16:11:51,2019-12-17 16:11:54
9300,2019-12-17 16:11:52,2019-12-17 16:11:52
9301,2019-12-17 16:11:52,2019-12-17 16:11:53
9302,2019-12-17 16:11:54,2019-12-17 16:11:54
9303,2019-12-17 16:11:54,2019-12-17 16:11:55
9304,2019-12-17 16:11:55,2019-12-17 16:11:55
9305,2019-12-17 16:11:55,2019-12-17 16:11:56
9306,2019-12-17 16:11:55,2019-12-17 16:11:57
9307,2019-12-17 16:11:55,2019-12-17 16:11:58
9308,2019-12-17 16:11:57,2019-12-17 16:11:57
9309,2019-12-17 16:11:58,2019-12-17 16:11:58
9310,2019-12-17 16:11:59,2019-12-17 16:11:59
9311,2019-12-17 16:12:01,2019-12-17 16:12:01
9312,2019-12-17 16:12:01,2019-12-17 16:12:02
9313,2019-12-17 16:12:02,2019-12-17 16:12:02
9314,2019-12-17 16:12:04,2019-12-17 16:12:04
9315,2019-12-17 16:12:05,2019-12-17 16:12:05
9316,2019-12-17 16:12:05,2019-12-17 16:12:06
9317,2019-12-17 16:12:05,2019-12-17 16:12:07
9318,2019-12-17 16:12:09,2019-12-17 16:12:09
9319,2019-12-17 16:12:13,2019-12-17 16:12:13
9320,2019-12-17 16:12:14,2019-12-17 16:12:14
9321,2019-12-17 16:12:15,2019-12-17 16:12:15
9322,2019-12-17 16:12:15,2019-12-17 16:12:16
9323,2019-12-17 16:12:16,2019-12-17 16:12:16
9324,2019-12-17 16:12:19,2019-12-17 16:12:19
9325,2019-12-17 16:12:20,2019-12-17 16:12:20
9326,2019-12-17 16:12:23,2019-12-17 16:12:23
9327,2019-12-17 16:12:23,2019-12-17 16:12:24
9328,2019-12-17 16:12:23,2019-12-17 16:12:25
9329,2019-12-17 16:12:23,2019-12-17 16:12:26
9330,2019-12-17 16:12:24,2019-12-17 16:12:24
9331,2019-12-17 16:12:24,2019-12-17 16:12:25
9332,2019-12-17 16:12:26,2019-12-17 16:12:26
9333,2019-12-17 16:12:29,2019-12-17 16:12:29
9334,2019-12-17 16:12:33,2019-12-17 16:12:33
9335,2019-12-17 16:12:34,2019-12-17 16:12:34
9336,2019-12-17 16:12:36,2019-12-17 16:12:36
9337,2019-12-17 16:12:37,2019-12-17 16:12:37
9338,2019-12-17 16:12:44,2019-12-17 16:12:44
9339,2019-12-17 16:12:47,2019-12-17 16:12:47
9340,2019-12-17 16:12:53,2019-12-17 16:12:53
9341,2019-12-17 16:12:54,2019-12-17 16:12:54
9342,2019-12-17 16:12:55,2019-12-17 16:12:55
9343,2019-12-17 16:12:56,2019-12-17 16:12:56
9344,2019-12-17 16:12:56,2019-12-17 16:12:57
9345,2019-12-17 16:12:59,2019-12-17 16:12:59
9346,2019-12-17 16:12:59,2019-12-17 16:13:00
9347,2019-12-17 16:12:59,2019-12-17 16:13:01
9348,2019-12-17 16:13:04,2019-12-17 16:13:04
9349,2019-12-17 16:13:06,2019-12-17 16:13:06
9350,2019-12-17 16:13:06,2019-12-17 16:13:07
9351,2019-12-17 16:13:09,2019-12-17 16:13:09
9352,2019-12-17 16:13:09,2019-12-17 16:13:10
9353,2019-12-17 16:13:09,2019-12-17 16:13:11
9354,2019-12-17 16:13:10,2019-12-17 16:13:10
9355,2019-12-17 16:13:11,2019-12-17 16:13:11
9356,2019-12-17 16:13:11,2019-12-17 16:13:12
9357,2019-12-17 16:13:12,2019-12-17 16:13:12
9358,2019-12-17 16:13:13,2019-12-17 16:13:13
9359,2019-12-17 16:13:15,2019-12-17 16:13:15
9360,2019-12-17 16:13:17,2019-12-17 16:13:17
9361,2019-12-17 16:13:19,2019-12-17 16:13:19
9362,2019-12-17 16:13:20,2019-12-17 16:13:20
9363,2019-12-17 16:13:23,2019-12-17 16:13:23
9364,2019-12-17 16:13:29,2019-12-17 16:13:29
9365,2019-12-17 16:13:29,2019-12-17 16:13:30
9366,2019-12-17 16:13:29,2019-12-17 16:13:31
9367,2019-12-17 16:13:32,2019-12-17 16:13:32
9368,2019-12-17 16:13:36,2019-12-17 16:13:36
9369,2019-12-17 16:13:37,2019-12-17 16:13:37
9370,2019-12-17 16:13:40,2019-12-17 16:13:40
9371,2019-12-17 16:13:41,2019-12-17 16:13:41
9372,2019-12-17 16:13:41,2019-12-17 16:13:42
9373,2019-12-17 16:13:42,2019-12-17 16:13:42
9374,2019-12-17 16:13:46,2019-12-17 16:13:46
9375,2019-12-17 16:13:46,2019-12-17 16:13:47
9376,2019-12-17 16:13:46,2019-12-17 16:13:48
9377,2019-12-17 16:13:48,2019-12-17 16:13:48
9378,2019-12-17 16:13:48,2019-12-17 16:13:49
9379,2019-12-17 16:13:49,2019-12-17 16:13:49
9380,2019-12-17 16:13:51,2019-12-17 16:13:51
9381,2019-12-17 16:13:53,2019-12-17 16:13:53
9382,2019-12-17 16:13:54,2019-12-17 16:13:54
9383,2019-12-17 16:13:56,2019-12-17 16:13:56
9384,2019-12-17 16:13:59,2019-12-17 16:13:59
9385,2019-12-17 16:14:01,2019-12-17 16:14:01
9386,2019-12-17 16:14:03,2019-12-17 16:14:03
9387,2019-12-17 16:14:04,2019-12-17 16:14:04
9388,2019-12-17 16:14:07,2019-12-17 16:14:07
9389,2019-12-17 16:14:08,2019-12-17 16:14:08
9390,2019-12-17 16:14:09,2019-12-17 16:14:09
9391,2019-12-17 16:14:15,2019-12-17 16:14:15
9392,2019-12-17 16:14:15,2019-12-17 16:14:16
9393,2019-12-17 16:14:16,2019-12-17 16:14:16
9394,2019-12-17 16:14:16,2019-12-17 16:14:17
9395,2019-12-17 16:14:17,2019-12-17 16:14:17
9396,2019-12-17 16:14:17,2019-12-17 16:14:18
9397,2019-12-17 16:14:18,2019-12-17 16:14:18
9398,2019-12-17 16:14:18,2019-12-17 16:14:19
9399,2019-12-17 16:14:19,2019-12-17 16:14:19
9400,2019-12-17 16:14:20,2019-12-17 16:14:20
9401,2019-12-17 16:14:21,2019-12-17 16:14:21
9402,2019-12-17 16:14:23,2019-12-17 16:14:23
9403,2019-12-17 16:14:24,2019-12-17 16:14:24
9404,2019-12-17 16:14:25,2019-12-17 16:14:25
9405,2019-12-17 16:14:26,2019-12-17 16:14:26
9406,2019-12-17 16:14:27,2019-12-17 16:14:27
9407,2019-12-17 16:14:28,2019-12-17 16:14:28
9408,2019-12-17 16:14:29,2019-12-17 16:14:29
9409,2019-12-17 16:14:32,2019-12-17 16:14:32
9410,2019-12-17 16:14:36,2019-12-17 16:14:36
9411,2019-12-17 16:14:36,2019-12-17 16:14:37
9412,2019-12-17 16:14:38,2019-12-17 16:14:38
9413,2019-12-17 16:14:38,2019-12-17 16:14:39
9414,2019-12-17 16:14:40,2019-12-17 16:14:40
9415,2019-12-17 16:14:41,2019-12-17 16:14:41
9416,2019-12-17 16:14:44,2019-12-17 16:14:44
9417,2019-12-17 16:14:47,2019-12-17 16:14:47
9418,2019-12-17 16:14:47,2019-12-17 16:14:48
9419,2019-12-17 16:14:49,2019-12-17 16:14:49
9420,2019-12-17 16:14:49,2019-12-17 16:14:50
9421,2019-12-17 16:14:50,2019-12-17 16:14:50
9422,2019-12-17 16:14:51,2019-12-17 16:14:51
9423,2019-12-17 16:14:52,2019-12-17 16:14:52
9424,2019-12-17 16:14:52,2019-12-17 16:14:53
9425,2019-12-17 16:14:52,2019-12-17 16:14:54
9426,2019-12-17 16:14:53,2019-12-17 16:14:53
9427,2019-12-17 16:14:53,2019-12-17 16:14:54
9428,2019-12-17 16:14:55,2019-12-17 16:14:55
9429,2019-12-17 16:14:57,2019-12-17 16:14:57
9430,2019-12-17 16:14:57,2019-12-17 16:14:58
9431,2019-12-17 16:14:57,2019-12-17 16:14:59
9432,2019-12-17 16:14:57,2019-12-17 16:15:00
9433,2019-12-17 16:15:00,2019-12-17 16:15:00
9434,2019-12-17 16:15:01,2019-12-17 16:15:01
9435,2019-12-17 16:15:02,2019-12-17 16:15:02
9436,2019-12-17 16:15:04,2019-12-17 16:15:04
9437,2019-12-17 16:15:10,2019-12-17 16:15:10
9438,2019-12-17 16:15:11,2019-12-17 16:15:11
9439,2019-12-17 16:15:12,2019-12-17 16:15:12
9440,2019-12-17 16:15:14,2019-12-17 16:15:14
9441,2019-12-17 16:15:19,2019-12-17 16:15:19
9442,2019-12-17 16:15:22,2019-12-17 16:15:22
9443,2019-12-17 16:15:23,2019-12-17 16:15:23
9444,2019-12-17 16:15:25,2019-12-17 16:15:25
9445,2019-12-17 16:15:28,2019-12-17 16:15:28
9446,2019-12-17 16:15:28,2019-12-17 16:15:29
9447,2019-12-17 16:15:28,2019-12-17 16:15:30
9448,2019-12-17 16:15:28,2019-12-17 16:15:31
9449,2019-12-17 16:15:28,2019-12-17 16:15:32
9450,2019-12-17 16:15:28,2019-12-17 16:15:33
9451,2019-12-17 16:15:30,2019-12-17 16:15:30
9452,2019-12-17 16:15:31,2019-12-17 16:15:31
9453,2019-12-17 16:15:31,2019-12-17 16:15:32
9454,2019-12-17 16:15:33,2019-12-17 16:15:33
9455,2019-12-17 16:15:34,2019-12-17 16:15:34
9456,2019-12-17 16:15:34,2019-12-17 16:15:35
9457,2019-12-17 16:15:38,2019-12-17 16:15:38
9458,2019-12-17 16:15:40,2019-12-17 16:15:40
9459,2019-12-17 16:15:45,2019-12-17 16:15:45
9460,2019-12-17 16:15:46,2019-12-17 16:15:46
9461,2019-12-17 16:15:49,2019-12-17 16:15:49
9462,2019-12-17 16:15:49,2019-12-17 16:15:50
9463,2019-12-17 16:15:50,2019-12-17 16:15:50
9464,2019-12-17 16:15:52,2019-12-17 16:15:52
9465,2019-12-17 16:15:53,2019-12-17 16:15:53
9466,2019-12-17 16:15:54,2019-12-17 16:15:54
9467,2019-12-17 16:15:54,2019-12-17 16:15:55
9468,2019-12-17 16:15:58,2019-12-17 16:15:58
9469,2019-12-17 16:15:59,2019-12-17 16:15:59
9470,2019-12-17 16:16:00,2019-12-17 16:16:00
9471,2019-12-17 16:16:02,2019-12-17 16:16:02
9472,2019-12-17 16:16:05,2019-12-17 16:16:05
9473,2019-12-17 16:16:05,2019-12-17 16:16:06
9474,2019-12-17 16:16:06,2019-12-17 16:16:06
9475,2019-12-17 16:16:10,2019-12-17 16:16:10
9476,2019-12-17 16:16:10,2019-12-17 16:16:11
9477,2019-12-17 16:16:14,2019-12-17 16:16:14
9478,2019-12-17 16:16:16,2019-12-17 16:16:16
9479,2019-12-17 16:16:18,2019-12-17 16:16:18
9480,2019-12-17 16:16:21,2019-12-17 16:16:21
9481,2019-12-17 16:16:22,2019-12-17 16:16:22
9482,2019-12-17 16:16:23,2019-12-17 16:16:23
9483,2019-12-17 16:16:27,2019-12-17 16:16:27
9484,2019-12-17 16:16:28,2019-12-17 16:16:28
9485,2019-12-17 16:16:30,2019-12-17 16:16:30
9486,2019-12-17 16:16:32,2019-12-17 16:16:32
9487,2019-12-17 16:16:33,2019-12-17 16:16:33
9488,2019-12-17 16:16:37,2019-12-17 16:16:37
9489,2019-12-17 16:16:37,2019-12-17 16:16:38
9490,2019-12-17 16:16:38,2019-12-17 16:16:38
9491,2019-12-17 16:16:39,2019-12-17 16:16:39
9492,2019-12-17 16:16:42,2019-12-17 16:16:42
9493,2019-12-17 16:16:44,2019-12-17 16:16:44
9494,2019-12-17 16:16:47,2019-12-17 16:16:47
9495,2019-12-17 16:16:47,2019-12-17 16:16:48
9496,2019-12-17 16:16:47,2019-12-17 16:16:49
9497,2019-12-17 16:16:48,2019-12-17 16:16:48
9498,2019-12-17 16:16:51,2019-12-17 16:16:51
9499,2019-12-17 16:16:52,2019-12-17 16:16:52
9500,2019-12-17 16:16:54,2019-12-17 16:16:54
9501,2019-12-17 16:16:56,2019-12-17 16:16:56
9502,2019-12-17 16:16:58,2019-12-17 16:16:58
9503,2019-12-17 16:16:59,2019-12-17 16:16:59
9504,2019-12-17 16:16:59,2019-12-17 16:17:00
9505,2019-12-17 16:17:02,2019-12-17 16:17:02
9506,2019-12-17 16:17:03,2019-12-17 16:17:03
9507,2019-12-17 16:17:04,2019-12-17 16:17:04
9508,2019-12-17 16:17:05,2019-12-17 16:17:05
9509,2019-12-17 16:17:12,2019-12-17 16:17:12
9510,2019-12-17 16:17:13,2019-12-17 16:17:13
9511,2019-12-17 16:17:14,2019-12-17 16:17:14
9512,2019-12-17 16:17:15,2019-12-17 16:17:15
9513,2019-12-17 16:17:15,2019-12-17 16:17:16
9514,2019-12-17 16:17:16,2019-12-17 16:17:16
9515,2019-12-17 16:17:17,2019-12-17 16:17:17
9516,2019-12-17 16:17:18,2019-12-17 16:17:18
9517,2019-12-17 16:17:20,2019-12-17 16:17:20
9518,2019-12-17 16:17:22,2019-12-17 16:17:22
9519,2019-12-17 16:17:23,2019-12-17 16:17:23
9520,2019-12-17 16:17:23,2019-12-17 16:17:24
9521,2019-12-17 16:17:24,2019-12-17 16:17:24
9522,2019-12-17 16:17:25,2019-12-17 16:17:25
9523,2019-12-17 16:17:29,2019-12-17 16:17:29
9524,2019-12-17 16:17:30,2019-12-17 16:17:30
9525,2019-12-17 16:17:31,2019-12-17 16:17:31
9526,2019-12-17 16:17:32,2019-12-17 16:17:32
9527,2019-12-17 16:17:33,2019-12-17 16:17:33
9528,2019-12-17 16:17:35,2019-12-17 16:17:35
9529,2019-12-17 16:17:39,2019-12-17 16:17:39
9530,2019-12-17 16:17:40,2019-12-17 16:17:40
9531,2019-12-17 16:17:41,2019-12-17 16:17:41
9532,2019-12-17 16:17:43,2019-12-17 16:17:43
9533,2019-12-17 16:17:45,2019-12-17 16:17:45
9534,2019-12-17 16:17:46,2019-12-17 16:17:46
9535,2019-12-17 16:17:48,2019-12-17 16:17:48
9536,2019-12-17 16:17:50,2019-12-17 16:17:50
9537,2019-12-17 16:17:50,2019-12-17 16:17:51
9538,2019-12-17 16:17:52,2019-12-17 16:17:52
9539,2019-12-17 16:17:52,2019-12-17 16:17:53
9540,2019-12-17 16:17:53,2019-12-17 16:17:53
9541,2019-12-17 16:17:59,2019-12-17 16:17:59
9542,2019-12-17 16:17:59,2019-12-17 16:18:00
9543,2019-12-17 16:18:00,2019-12-17 16:18:00
9544,2019-12-17 16:18:01,2019-12-17 16:18:01
9545,2019-12-17 16:18:04,2019-12-17 16:18:04
9546,2019-12-17 16:18:05,2019-12-17 16:18:05
9547,2019-12-17 16:18:05,2019-12-17 16:18:06
9548,2019-12-17 16:18:06,2019-12-17 16:18:06
9549,2019-12-17 16:18:06,2019-12-17 16:18:07
9550,2019-12-17 16:18:08,2019-12-17 16:18:08
9551,2019-12-17 16:18:09,2019-12-17 16:18:09
9552,2019-12-17 16:18:09,2019-12-17 16:18:10
9553,2019-12-17 16:18:11,2019-12-17 16:18:11
9554,2019-12-17 16:18:20,2019-12-17 16:18:20
9555,2019-12-17 16:18:24,2019-12-17 16:18:24
9556,2019-12-17 16:18:31,2019-12-17 16:18:31
9557,2019-12-17 16:18:31,2019-12-17 16:18:32
9558,2019-12-17 16:18:33,2019-12-17 16:18:33
9559,2019-12-17 16:18:35,2019-12-17 16:18:35
9560,2019-12-17 16:18:36,2019-12-17 16:18:36
9561,2019-12-17 16:18:36,2019-12-17 16:18:37
9562,2019-12-17 16:18:36,2019-12-17 16:18:38
