,event_time,new
24798,2019-12-18 17:45:00,2019-12-18 17:45:00
24799,2019-12-18 17:45:03,2019-12-18 17:45:03
24800,2019-12-18 17:45:12,2019-12-18 17:45:12
24801,2019-12-18 17:45:17,2019-12-18 17:45:17
24802,2019-12-18 17:45:24,2019-12-18 17:45:24
24803,2019-12-18 17:45:31,2019-12-18 17:45:31
24804,2019-12-18 17:45:31,2019-12-18 17:45:32
24805,2019-12-18 17:45:38,2019-12-18 17:45:38
24806,2019-12-18 17:45:39,2019-12-18 17:45:39
24807,2019-12-18 17:45:39,2019-12-18 17:45:40
24808,2019-12-18 17:45:44,2019-12-18 17:45:44
24809,2019-12-18 17:45:46,2019-12-18 17:45:46
24810,2019-12-18 17:45:47,2019-12-18 17:45:47
24811,2019-12-18 17:45:58,2019-12-18 17:45:58
24812,2019-12-18 17:46:07,2019-12-18 17:46:07
24813,2019-12-18 17:46:10,2019-12-18 17:46:10
24814,2019-12-18 17:46:12,2019-12-18 17:46:12
24815,2019-12-18 17:46:16,2019-12-18 17:46:16
24816,2019-12-18 17:46:19,2019-12-18 17:46:19
24817,2019-12-18 17:46:25,2019-12-18 17:46:25
24818,2019-12-18 17:46:27,2019-12-18 17:46:27
24819,2019-12-18 17:46:29,2019-12-18 17:46:29
24820,2019-12-18 17:46:32,2019-12-18 17:46:32
24821,2019-12-18 17:46:32,2019-12-18 17:46:33
24822,2019-12-18 17:46:39,2019-12-18 17:46:39
24823,2019-12-18 17:46:41,2019-12-18 17:46:41
24824,2019-12-18 17:46:45,2019-12-18 17:46:45
24825,2019-12-18 17:46:45,2019-12-18 17:46:46
24826,2019-12-18 17:46:55,2019-12-18 17:46:55
24827,2019-12-18 17:46:58,2019-12-18 17:46:58
24828,2019-12-18 17:47:05,2019-12-18 17:47:05
24829,2019-12-18 17:47:05,2019-12-18 17:47:06
24830,2019-12-18 17:47:16,2019-12-18 17:47:16
24831,2019-12-18 17:47:22,2019-12-18 17:47:22
24832,2019-12-18 17:47:29,2019-12-18 17:47:29
24833,2019-12-18 17:47:30,2019-12-18 17:47:30
24834,2019-12-18 17:47:32,2019-12-18 17:47:32
24835,2019-12-18 17:47:35,2019-12-18 17:47:35
24836,2019-12-18 17:47:35,2019-12-18 17:47:36
24837,2019-12-18 17:47:38,2019-12-18 17:47:38
24838,2019-12-18 17:47:38,2019-12-18 17:47:39
24839,2019-12-18 17:47:40,2019-12-18 17:47:40
24840,2019-12-18 17:47:45,2019-12-18 17:47:45
24841,2019-12-18 17:47:47,2019-12-18 17:47:47
24842,2019-12-18 17:47:59,2019-12-18 17:47:59
24843,2019-12-18 17:48:02,2019-12-18 17:48:02
24844,2019-12-18 17:48:06,2019-12-18 17:48:06
24845,2019-12-18 17:48:14,2019-12-18 17:48:14
24846,2019-12-18 17:48:21,2019-12-18 17:48:21
24847,2019-12-18 17:48:24,2019-12-18 17:48:24
24848,2019-12-18 17:48:28,2019-12-18 17:48:28
24849,2019-12-18 17:48:28,2019-12-18 17:48:29
24850,2019-12-18 17:48:31,2019-12-18 17:48:31
24851,2019-12-18 17:48:40,2019-12-18 17:48:40
24852,2019-12-18 17:48:41,2019-12-18 17:48:41
24853,2019-12-18 17:48:42,2019-12-18 17:48:42
24854,2019-12-18 17:48:44,2019-12-18 17:48:44
24855,2019-12-18 17:48:51,2019-12-18 17:48:51
24856,2019-12-18 17:48:52,2019-12-18 17:48:52
24857,2019-12-18 17:49:06,2019-12-18 17:49:06
24858,2019-12-18 17:49:16,2019-12-18 17:49:16
24859,2019-12-18 17:49:16,2019-12-18 17:49:17
24860,2019-12-18 17:49:20,2019-12-18 17:49:20
24861,2019-12-18 17:49:21,2019-12-18 17:49:21
24862,2019-12-18 17:49:23,2019-12-18 17:49:23
24863,2019-12-18 17:49:24,2019-12-18 17:49:24
24864,2019-12-18 17:49:31,2019-12-18 17:49:31
24865,2019-12-18 17:49:32,2019-12-18 17:49:32
24866,2019-12-18 17:49:33,2019-12-18 17:49:33
24867,2019-12-18 17:49:35,2019-12-18 17:49:35
24868,2019-12-18 17:49:37,2019-12-18 17:49:37
24869,2019-12-18 17:49:40,2019-12-18 17:49:40
24870,2019-12-18 17:49:40,2019-12-18 17:49:41
24871,2019-12-18 17:49:41,2019-12-18 17:49:41
24872,2019-12-18 17:49:46,2019-12-18 17:49:46
24873,2019-12-18 17:49:46,2019-12-18 17:49:47
24874,2019-12-18 17:49:51,2019-12-18 17:49:51
24875,2019-12-18 17:49:54,2019-12-18 17:49:54
24876,2019-12-18 17:49:55,2019-12-18 17:49:55
24877,2019-12-18 17:49:56,2019-12-18 17:49:56
24878,2019-12-18 17:49:56,2019-12-18 17:49:57
24879,2019-12-18 17:49:57,2019-12-18 17:49:57
24880,2019-12-18 17:49:58,2019-12-18 17:49:58
24881,2019-12-18 17:49:58,2019-12-18 17:49:59
24882,2019-12-18 17:50:01,2019-12-18 17:50:01
24883,2019-12-18 17:50:02,2019-12-18 17:50:02
24884,2019-12-18 17:50:10,2019-12-18 17:50:10
24885,2019-12-18 17:50:11,2019-12-18 17:50:11
24886,2019-12-18 17:50:27,2019-12-18 17:50:27
24887,2019-12-18 17:50:29,2019-12-18 17:50:29
24888,2019-12-18 17:50:30,2019-12-18 17:50:30
24889,2019-12-18 17:50:31,2019-12-18 17:50:31
24890,2019-12-18 17:50:32,2019-12-18 17:50:32
24891,2019-12-18 17:50:33,2019-12-18 17:50:33
24892,2019-12-18 17:50:34,2019-12-18 17:50:34
24893,2019-12-18 17:50:38,2019-12-18 17:50:38
24894,2019-12-18 17:50:38,2019-12-18 17:50:39
24895,2019-12-18 17:50:39,2019-12-18 17:50:39
24896,2019-12-18 17:50:44,2019-12-18 17:50:44
24897,2019-12-18 17:50:45,2019-12-18 17:50:45
24898,2019-12-18 17:50:47,2019-12-18 17:50:47
24899,2019-12-18 17:50:48,2019-12-18 17:50:48
24900,2019-12-18 17:50:49,2019-12-18 17:50:49
24901,2019-12-18 17:50:53,2019-12-18 17:50:53
24902,2019-12-18 17:50:56,2019-12-18 17:50:56
24903,2019-12-18 17:50:58,2019-12-18 17:50:58
24904,2019-12-18 17:50:58,2019-12-18 17:50:59
24905,2019-12-18 17:51:05,2019-12-18 17:51:05
24906,2019-12-18 17:51:07,2019-12-18 17:51:07
24907,2019-12-18 17:51:09,2019-12-18 17:51:09
24908,2019-12-18 17:51:12,2019-12-18 17:51:12
24909,2019-12-18 17:51:22,2019-12-18 17:51:22
24910,2019-12-18 17:51:33,2019-12-18 17:51:33
24911,2019-12-18 17:51:34,2019-12-18 17:51:34
24912,2019-12-18 17:51:39,2019-12-18 17:51:39
24913,2019-12-18 17:51:41,2019-12-18 17:51:41
24914,2019-12-18 17:51:46,2019-12-18 17:51:46
24915,2019-12-18 17:51:48,2019-12-18 17:51:48
24916,2019-12-18 17:51:51,2019-12-18 17:51:51
24917,2019-12-18 17:51:51,2019-12-18 17:51:52
24918,2019-12-18 17:51:54,2019-12-18 17:51:54
24919,2019-12-18 17:51:56,2019-12-18 17:51:56
24920,2019-12-18 17:52:01,2019-12-18 17:52:01
24921,2019-12-18 17:52:06,2019-12-18 17:52:06
24922,2019-12-18 17:52:07,2019-12-18 17:52:07
24923,2019-12-18 17:52:13,2019-12-18 17:52:13
24924,2019-12-18 17:52:18,2019-12-18 17:52:18
24925,2019-12-18 17:52:19,2019-12-18 17:52:19
24926,2019-12-18 17:52:25,2019-12-18 17:52:25
24927,2019-12-18 17:52:25,2019-12-18 17:52:26
24928,2019-12-18 17:52:27,2019-12-18 17:52:27
24929,2019-12-18 17:52:29,2019-12-18 17:52:29
24930,2019-12-18 17:52:34,2019-12-18 17:52:34
24931,2019-12-18 17:52:39,2019-12-18 17:52:39
24932,2019-12-18 17:52:39,2019-12-18 17:52:40
24933,2019-12-18 17:52:39,2019-12-18 17:52:41
24934,2019-12-18 17:52:40,2019-12-18 17:52:40
24935,2019-12-18 17:52:40,2019-12-18 17:52:41
24936,2019-12-18 17:52:41,2019-12-18 17:52:41
24937,2019-12-18 17:52:41,2019-12-18 17:52:42
24938,2019-12-18 17:52:45,2019-12-18 17:52:45
24939,2019-12-18 17:52:49,2019-12-18 17:52:49
24940,2019-12-18 17:52:50,2019-12-18 17:52:50
24941,2019-12-18 17:52:51,2019-12-18 17:52:51
24942,2019-12-18 17:52:55,2019-12-18 17:52:55
24943,2019-12-18 17:52:57,2019-12-18 17:52:57
24944,2019-12-18 17:52:58,2019-12-18 17:52:58
24945,2019-12-18 17:53:00,2019-12-18 17:53:00
24946,2019-12-18 17:53:03,2019-12-18 17:53:03
24947,2019-12-18 17:53:07,2019-12-18 17:53:07
24948,2019-12-18 17:53:07,2019-12-18 17:53:08
24949,2019-12-18 17:53:12,2019-12-18 17:53:12
24950,2019-12-18 17:53:14,2019-12-18 17:53:14
24951,2019-12-18 17:53:15,2019-12-18 17:53:15
24952,2019-12-18 17:53:26,2019-12-18 17:53:26
24953,2019-12-18 17:53:27,2019-12-18 17:53:27
24954,2019-12-18 17:53:32,2019-12-18 17:53:32
24955,2019-12-18 17:53:35,2019-12-18 17:53:35
24956,2019-12-18 17:53:40,2019-12-18 17:53:40
24957,2019-12-18 17:53:41,2019-12-18 17:53:41
24958,2019-12-18 17:53:47,2019-12-18 17:53:47
24959,2019-12-18 17:53:49,2019-12-18 17:53:49
24960,2019-12-18 17:53:55,2019-12-18 17:53:55
24961,2019-12-18 17:53:58,2019-12-18 17:53:58
24962,2019-12-18 17:54:05,2019-12-18 17:54:05
24963,2019-12-18 17:54:05,2019-12-18 17:54:06
24964,2019-12-18 17:54:09,2019-12-18 17:54:09
24965,2019-12-18 17:54:13,2019-12-18 17:54:13
24966,2019-12-18 17:54:15,2019-12-18 17:54:15
24967,2019-12-18 17:54:25,2019-12-18 17:54:25
24968,2019-12-18 17:54:37,2019-12-18 17:54:37
24969,2019-12-18 17:54:39,2019-12-18 17:54:39
24970,2019-12-18 17:54:39,2019-12-18 17:54:40
24971,2019-12-18 17:54:50,2019-12-18 17:54:50
24972,2019-12-18 17:54:51,2019-12-18 17:54:51
24973,2019-12-18 17:54:52,2019-12-18 17:54:52
24974,2019-12-18 17:54:56,2019-12-18 17:54:56
24975,2019-12-18 17:54:56,2019-12-18 17:54:57
24976,2019-12-18 17:55:04,2019-12-18 17:55:04
24977,2019-12-18 17:55:12,2019-12-18 17:55:12
24978,2019-12-18 17:55:15,2019-12-18 17:55:15
24979,2019-12-18 17:55:20,2019-12-18 17:55:20
24980,2019-12-18 17:55:27,2019-12-18 17:55:27
24981,2019-12-18 17:55:30,2019-12-18 17:55:30
24982,2019-12-18 17:55:32,2019-12-18 17:55:32
24983,2019-12-18 17:55:35,2019-12-18 17:55:35
24984,2019-12-18 17:55:37,2019-12-18 17:55:37
24985,2019-12-18 17:55:42,2019-12-18 17:55:42
24986,2019-12-18 17:55:46,2019-12-18 17:55:46
24987,2019-12-18 17:55:50,2019-12-18 17:55:50
24988,2019-12-18 17:55:53,2019-12-18 17:55:53
24989,2019-12-18 17:55:58,2019-12-18 17:55:58
24990,2019-12-18 17:55:59,2019-12-18 17:55:59
24991,2019-12-18 17:56:00,2019-12-18 17:56:00
24992,2019-12-18 17:56:00,2019-12-18 17:56:01
24993,2019-12-18 17:56:01,2019-12-18 17:56:01
24994,2019-12-18 17:56:01,2019-12-18 17:56:02
24995,2019-12-18 17:56:09,2019-12-18 17:56:09
24996,2019-12-18 17:56:10,2019-12-18 17:56:10
24997,2019-12-18 17:56:12,2019-12-18 17:56:12
24998,2019-12-18 17:56:14,2019-12-18 17:56:14
24999,2019-12-18 17:56:15,2019-12-18 17:56:15
25000,2019-12-18 17:56:18,2019-12-18 17:56:18
25001,2019-12-18 17:56:20,2019-12-18 17:56:20
25002,2019-12-18 17:56:22,2019-12-18 17:56:22
25003,2019-12-18 17:56:23,2019-12-18 17:56:23
25004,2019-12-18 17:56:24,2019-12-18 17:56:24
25005,2019-12-18 17:56:27,2019-12-18 17:56:27
25006,2019-12-18 17:56:27,2019-12-18 17:56:28
25007,2019-12-18 17:56:29,2019-12-18 17:56:29
25008,2019-12-18 17:56:30,2019-12-18 17:56:30
25009,2019-12-18 17:56:35,2019-12-18 17:56:35
25010,2019-12-18 17:56:39,2019-12-18 17:56:39
25011,2019-12-18 17:56:41,2019-12-18 17:56:41
25012,2019-12-18 17:56:44,2019-12-18 17:56:44
25013,2019-12-18 17:56:45,2019-12-18 17:56:45
25014,2019-12-18 17:56:46,2019-12-18 17:56:46
25015,2019-12-18 17:56:49,2019-12-18 17:56:49
25016,2019-12-18 17:56:52,2019-12-18 17:56:52
25017,2019-12-18 17:56:52,2019-12-18 17:56:53
25018,2019-12-18 17:56:57,2019-12-18 17:56:57
25019,2019-12-18 17:56:57,2019-12-18 17:56:58
25020,2019-12-18 17:57:03,2019-12-18 17:57:03
25021,2019-12-18 17:57:03,2019-12-18 17:57:04
25022,2019-12-18 17:57:06,2019-12-18 17:57:06
25023,2019-12-18 17:57:08,2019-12-18 17:57:08
25024,2019-12-18 17:57:10,2019-12-18 17:57:10
25025,2019-12-18 17:57:18,2019-12-18 17:57:18
25026,2019-12-18 17:57:20,2019-12-18 17:57:20
25027,2019-12-18 17:57:22,2019-12-18 17:57:22
25028,2019-12-18 17:57:23,2019-12-18 17:57:23
25029,2019-12-18 17:57:27,2019-12-18 17:57:27
25030,2019-12-18 17:57:27,2019-12-18 17:57:28
25031,2019-12-18 17:57:30,2019-12-18 17:57:30
25032,2019-12-18 17:57:31,2019-12-18 17:57:31
25033,2019-12-18 17:57:31,2019-12-18 17:57:32
25034,2019-12-18 17:57:33,2019-12-18 17:57:33
25035,2019-12-18 17:57:36,2019-12-18 17:57:36
25036,2019-12-18 17:57:38,2019-12-18 17:57:38
25037,2019-12-18 17:57:44,2019-12-18 17:57:44
25038,2019-12-18 17:57:50,2019-12-18 17:57:50
25039,2019-12-18 17:57:51,2019-12-18 17:57:51
25040,2019-12-18 17:57:51,2019-12-18 17:57:52
25041,2019-12-18 17:57:52,2019-12-18 17:57:52
25042,2019-12-18 17:57:55,2019-12-18 17:57:55
25043,2019-12-18 17:57:56,2019-12-18 17:57:56
25044,2019-12-18 17:57:59,2019-12-18 17:57:59
25045,2019-12-18 17:58:09,2019-12-18 17:58:09
25046,2019-12-18 17:58:09,2019-12-18 17:58:10
25047,2019-12-18 17:58:09,2019-12-18 17:58:11
25048,2019-12-18 17:58:12,2019-12-18 17:58:12
25049,2019-12-18 17:58:14,2019-12-18 17:58:14
25050,2019-12-18 17:58:19,2019-12-18 17:58:19
25051,2019-12-18 17:58:23,2019-12-18 17:58:23
25052,2019-12-18 17:58:24,2019-12-18 17:58:24
25053,2019-12-18 17:58:28,2019-12-18 17:58:28
25054,2019-12-18 17:58:32,2019-12-18 17:58:32
25055,2019-12-18 17:58:33,2019-12-18 17:58:33
25056,2019-12-18 17:58:33,2019-12-18 17:58:34
25057,2019-12-18 17:58:35,2019-12-18 17:58:35
25058,2019-12-18 17:58:46,2019-12-18 17:58:46
25059,2019-12-18 17:58:49,2019-12-18 17:58:49
25060,2019-12-18 17:58:56,2019-12-18 17:58:56
25061,2019-12-18 17:59:14,2019-12-18 17:59:14
25062,2019-12-18 17:59:15,2019-12-18 17:59:15
25063,2019-12-18 17:59:19,2019-12-18 17:59:19
25064,2019-12-18 17:59:20,2019-12-18 17:59:20
25065,2019-12-18 17:59:26,2019-12-18 17:59:26
25066,2019-12-18 17:59:27,2019-12-18 17:59:27
25067,2019-12-18 17:59:29,2019-12-18 17:59:29
25068,2019-12-18 17:59:36,2019-12-18 17:59:36
25069,2019-12-18 17:59:39,2019-12-18 17:59:39
25070,2019-12-18 17:59:39,2019-12-18 17:59:40
25071,2019-12-18 17:59:45,2019-12-18 17:59:45
25072,2019-12-18 17:59:46,2019-12-18 17:59:46
25073,2019-12-18 17:59:49,2019-12-18 17:59:49
25074,2019-12-18 17:59:54,2019-12-18 17:59:54
25075,2019-12-18 17:59:54,2019-12-18 17:59:55
25076,2019-12-18 17:59:55,2019-12-18 17:59:55
25077,2019-12-18 17:59:57,2019-12-18 17:59:57
25078,2019-12-18 17:59:57,2019-12-18 17:59:58
25079,2019-12-18 17:59:57,2019-12-18 17:59:59
25080,2019-12-18 17:59:59,2019-12-18 17:59:59
25081,2019-12-18 18:00:00,2019-12-18 18:00:00
25082,2019-12-18 18:00:03,2019-12-18 18:00:03
25083,2019-12-18 18:00:13,2019-12-18 18:00:13
25084,2019-12-18 18:00:19,2019-12-18 18:00:19
25085,2019-12-18 18:00:22,2019-12-18 18:00:22
25086,2019-12-18 18:00:27,2019-12-18 18:00:27
25087,2019-12-18 18:00:33,2019-12-18 18:00:33
25088,2019-12-18 18:00:37,2019-12-18 18:00:37
25089,2019-12-18 18:00:41,2019-12-18 18:00:41
25090,2019-12-18 18:00:49,2019-12-18 18:00:49
25091,2019-12-18 18:00:51,2019-12-18 18:00:51
25092,2019-12-18 18:00:53,2019-12-18 18:00:53
25093,2019-12-18 18:00:56,2019-12-18 18:00:56
25094,2019-12-18 18:00:57,2019-12-18 18:00:57
25095,2019-12-18 18:00:59,2019-12-18 18:00:59
25096,2019-12-18 18:01:08,2019-12-18 18:01:08
25097,2019-12-18 18:01:10,2019-12-18 18:01:10
25098,2019-12-18 18:01:13,2019-12-18 18:01:13
25099,2019-12-18 18:01:17,2019-12-18 18:01:17
25100,2019-12-18 18:01:21,2019-12-18 18:01:21
25101,2019-12-18 18:01:24,2019-12-18 18:01:24
25102,2019-12-18 18:01:29,2019-12-18 18:01:29
25103,2019-12-18 18:01:31,2019-12-18 18:01:31
25104,2019-12-18 18:01:31,2019-12-18 18:01:32
25105,2019-12-18 18:01:33,2019-12-18 18:01:33
25106,2019-12-18 18:01:33,2019-12-18 18:01:34
25107,2019-12-18 18:01:42,2019-12-18 18:01:42
25108,2019-12-18 18:01:42,2019-12-18 18:01:43
25109,2019-12-18 18:01:47,2019-12-18 18:01:47
25110,2019-12-18 18:01:49,2019-12-18 18:01:49
25111,2019-12-18 18:01:52,2019-12-18 18:01:52
25112,2019-12-18 18:01:56,2019-12-18 18:01:56
25113,2019-12-18 18:02:01,2019-12-18 18:02:01
25114,2019-12-18 18:02:01,2019-12-18 18:02:02
25115,2019-12-18 18:02:01,2019-12-18 18:02:03
25116,2019-12-18 18:02:02,2019-12-18 18:02:02
25117,2019-12-18 18:02:03,2019-12-18 18:02:03
25118,2019-12-18 18:02:08,2019-12-18 18:02:08
25119,2019-12-18 18:02:16,2019-12-18 18:02:16
25120,2019-12-18 18:02:18,2019-12-18 18:02:18
25121,2019-12-18 18:02:25,2019-12-18 18:02:25
25122,2019-12-18 18:02:27,2019-12-18 18:02:27
25123,2019-12-18 18:02:36,2019-12-18 18:02:36
25124,2019-12-18 18:02:47,2019-12-18 18:02:47
25125,2019-12-18 18:02:47,2019-12-18 18:02:48
25126,2019-12-18 18:02:48,2019-12-18 18:02:48
25127,2019-12-18 18:02:59,2019-12-18 18:02:59
25128,2019-12-18 18:03:00,2019-12-18 18:03:00
25129,2019-12-18 18:03:01,2019-12-18 18:03:01
25130,2019-12-18 18:03:03,2019-12-18 18:03:03
25131,2019-12-18 18:03:07,2019-12-18 18:03:07
25132,2019-12-18 18:03:13,2019-12-18 18:03:13
25133,2019-12-18 18:03:15,2019-12-18 18:03:15
25134,2019-12-18 18:03:20,2019-12-18 18:03:20
25135,2019-12-18 18:03:21,2019-12-18 18:03:21
25136,2019-12-18 18:03:26,2019-12-18 18:03:26
25137,2019-12-18 18:03:28,2019-12-18 18:03:28
25138,2019-12-18 18:03:31,2019-12-18 18:03:31
25139,2019-12-18 18:03:38,2019-12-18 18:03:38
25140,2019-12-18 18:03:40,2019-12-18 18:03:40
25141,2019-12-18 18:03:41,2019-12-18 18:03:41
25142,2019-12-18 18:03:45,2019-12-18 18:03:45
25143,2019-12-18 18:03:47,2019-12-18 18:03:47
25144,2019-12-18 18:03:48,2019-12-18 18:03:48
25145,2019-12-18 18:04:04,2019-12-18 18:04:04
25146,2019-12-18 18:04:05,2019-12-18 18:04:05
25147,2019-12-18 18:04:07,2019-12-18 18:04:07
25148,2019-12-18 18:04:08,2019-12-18 18:04:08
25149,2019-12-18 18:04:11,2019-12-18 18:04:11
25150,2019-12-18 18:04:13,2019-12-18 18:04:13
25151,2019-12-18 18:04:15,2019-12-18 18:04:15
25152,2019-12-18 18:04:17,2019-12-18 18:04:17
25153,2019-12-18 18:04:19,2019-12-18 18:04:19
25154,2019-12-18 18:04:22,2019-12-18 18:04:22
25155,2019-12-18 18:04:24,2019-12-18 18:04:24
25156,2019-12-18 18:04:26,2019-12-18 18:04:26
25157,2019-12-18 18:04:28,2019-12-18 18:04:28
25158,2019-12-18 18:04:33,2019-12-18 18:04:33
25159,2019-12-18 18:04:37,2019-12-18 18:04:37
25160,2019-12-18 18:04:37,2019-12-18 18:04:38
25161,2019-12-18 18:04:38,2019-12-18 18:04:38
25162,2019-12-18 18:04:38,2019-12-18 18:04:39
25163,2019-12-18 18:04:44,2019-12-18 18:04:44
25164,2019-12-18 18:04:45,2019-12-18 18:04:45
25165,2019-12-18 18:04:47,2019-12-18 18:04:47
25166,2019-12-18 18:04:49,2019-12-18 18:04:49
25167,2019-12-18 18:04:52,2019-12-18 18:04:52
25168,2019-12-18 18:04:56,2019-12-18 18:04:56
25169,2019-12-18 18:05:00,2019-12-18 18:05:00
25170,2019-12-18 18:05:00,2019-12-18 18:05:01
25171,2019-12-18 18:05:00,2019-12-18 18:05:02
25172,2019-12-18 18:05:00,2019-12-18 18:05:03
25173,2019-12-18 18:05:00,2019-12-18 18:05:04
25174,2019-12-18 18:05:00,2019-12-18 18:05:05
25175,2019-12-18 18:05:00,2019-12-18 18:05:06
25176,2019-12-18 18:05:00,2019-12-18 18:05:07
25177,2019-12-18 18:05:00,2019-12-18 18:05:08
25178,2019-12-18 18:05:03,2019-12-18 18:05:03
25179,2019-12-18 18:05:08,2019-12-18 18:05:08
25180,2019-12-18 18:05:10,2019-12-18 18:05:10
25181,2019-12-18 18:05:11,2019-12-18 18:05:11
25182,2019-12-18 18:05:17,2019-12-18 18:05:17
25183,2019-12-18 18:05:21,2019-12-18 18:05:21
25184,2019-12-18 18:05:21,2019-12-18 18:05:22
25185,2019-12-18 18:05:26,2019-12-18 18:05:26
25186,2019-12-18 18:05:26,2019-12-18 18:05:27
25187,2019-12-18 18:05:28,2019-12-18 18:05:28
25188,2019-12-18 18:05:36,2019-12-18 18:05:36
25189,2019-12-18 18:05:37,2019-12-18 18:05:37
25190,2019-12-18 18:05:39,2019-12-18 18:05:39
25191,2019-12-18 18:05:46,2019-12-18 18:05:46
25192,2019-12-18 18:05:51,2019-12-18 18:05:51
25193,2019-12-18 18:05:55,2019-12-18 18:05:55
25194,2019-12-18 18:05:58,2019-12-18 18:05:58
25195,2019-12-18 18:05:59,2019-12-18 18:05:59
25196,2019-12-18 18:06:00,2019-12-18 18:06:00
25197,2019-12-18 18:06:03,2019-12-18 18:06:03
25198,2019-12-18 18:06:04,2019-12-18 18:06:04
25199,2019-12-18 18:06:06,2019-12-18 18:06:06
25200,2019-12-18 18:06:06,2019-12-18 18:06:07
25201,2019-12-18 18:06:08,2019-12-18 18:06:08
25202,2019-12-18 18:06:11,2019-12-18 18:06:11
25203,2019-12-18 18:06:12,2019-12-18 18:06:12
25204,2019-12-18 18:06:13,2019-12-18 18:06:13
25205,2019-12-18 18:06:14,2019-12-18 18:06:14
25206,2019-12-18 18:06:15,2019-12-18 18:06:15
25207,2019-12-18 18:06:18,2019-12-18 18:06:18
25208,2019-12-18 18:06:22,2019-12-18 18:06:22
25209,2019-12-18 18:06:22,2019-12-18 18:06:23
25210,2019-12-18 18:06:24,2019-12-18 18:06:24
25211,2019-12-18 18:06:28,2019-12-18 18:06:28
25212,2019-12-18 18:06:28,2019-12-18 18:06:29
25213,2019-12-18 18:06:31,2019-12-18 18:06:31
25214,2019-12-18 18:06:32,2019-12-18 18:06:32
25215,2019-12-18 18:06:38,2019-12-18 18:06:38
25216,2019-12-18 18:06:44,2019-12-18 18:06:44
25217,2019-12-18 18:06:49,2019-12-18 18:06:49
25218,2019-12-18 18:06:56,2019-12-18 18:06:56
25219,2019-12-18 18:07:01,2019-12-18 18:07:01
25220,2019-12-18 18:07:04,2019-12-18 18:07:04
25221,2019-12-18 18:07:04,2019-12-18 18:07:05
25222,2019-12-18 18:07:06,2019-12-18 18:07:06
25223,2019-12-18 18:07:06,2019-12-18 18:07:07
25224,2019-12-18 18:07:10,2019-12-18 18:07:10
25225,2019-12-18 18:07:12,2019-12-18 18:07:12
25226,2019-12-18 18:07:17,2019-12-18 18:07:17
25227,2019-12-18 18:07:18,2019-12-18 18:07:18
25228,2019-12-18 18:07:20,2019-12-18 18:07:20
25229,2019-12-18 18:07:23,2019-12-18 18:07:23
25230,2019-12-18 18:07:26,2019-12-18 18:07:26
25231,2019-12-18 18:07:27,2019-12-18 18:07:27
25232,2019-12-18 18:07:28,2019-12-18 18:07:28
25233,2019-12-18 18:07:31,2019-12-18 18:07:31
25234,2019-12-18 18:07:32,2019-12-18 18:07:32
25235,2019-12-18 18:07:34,2019-12-18 18:07:34
25236,2019-12-18 18:07:37,2019-12-18 18:07:37
25237,2019-12-18 18:07:44,2019-12-18 18:07:44
25238,2019-12-18 18:07:48,2019-12-18 18:07:48
25239,2019-12-18 18:07:49,2019-12-18 18:07:49
25240,2019-12-18 18:07:56,2019-12-18 18:07:56
25241,2019-12-18 18:07:56,2019-12-18 18:07:57
25242,2019-12-18 18:07:57,2019-12-18 18:07:57
25243,2019-12-18 18:08:00,2019-12-18 18:08:00
25244,2019-12-18 18:08:01,2019-12-18 18:08:01
25245,2019-12-18 18:08:05,2019-12-18 18:08:05
25246,2019-12-18 18:08:14,2019-12-18 18:08:14
25247,2019-12-18 18:08:16,2019-12-18 18:08:16
25248,2019-12-18 18:08:27,2019-12-18 18:08:27
25249,2019-12-18 18:08:28,2019-12-18 18:08:28
25250,2019-12-18 18:08:35,2019-12-18 18:08:35
25251,2019-12-18 18:08:36,2019-12-18 18:08:36
25252,2019-12-18 18:08:39,2019-12-18 18:08:39
25253,2019-12-18 18:08:42,2019-12-18 18:08:42
25254,2019-12-18 18:08:44,2019-12-18 18:08:44
25255,2019-12-18 18:08:44,2019-12-18 18:08:45
25256,2019-12-18 18:08:52,2019-12-18 18:08:52
25257,2019-12-18 18:08:52,2019-12-18 18:08:53
25258,2019-12-18 18:08:52,2019-12-18 18:08:54
25259,2019-12-18 18:08:55,2019-12-18 18:08:55
25260,2019-12-18 18:08:56,2019-12-18 18:08:56
25261,2019-12-18 18:09:00,2019-12-18 18:09:00
25262,2019-12-18 18:09:04,2019-12-18 18:09:04
25263,2019-12-18 18:09:04,2019-12-18 18:09:05
25264,2019-12-18 18:09:10,2019-12-18 18:09:10
25265,2019-12-18 18:09:24,2019-12-18 18:09:24
25266,2019-12-18 18:09:27,2019-12-18 18:09:27
25267,2019-12-18 18:09:31,2019-12-18 18:09:31
25268,2019-12-18 18:09:35,2019-12-18 18:09:35
25269,2019-12-18 18:09:37,2019-12-18 18:09:37
25270,2019-12-18 18:09:41,2019-12-18 18:09:41
25271,2019-12-18 18:09:42,2019-12-18 18:09:42
25272,2019-12-18 18:09:42,2019-12-18 18:09:43
25273,2019-12-18 18:09:42,2019-12-18 18:09:44
25274,2019-12-18 18:09:43,2019-12-18 18:09:43
25275,2019-12-18 18:09:44,2019-12-18 18:09:44
25276,2019-12-18 18:09:46,2019-12-18 18:09:46
25277,2019-12-18 18:09:55,2019-12-18 18:09:55
25278,2019-12-18 18:10:03,2019-12-18 18:10:03
25279,2019-12-18 18:10:04,2019-12-18 18:10:04
